nace1d,nace1d_label,nace2d,nace2d_label,nace3d,nace3d_label,nace4d,nace4d_label
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.6,Treatment and coating of metals; machining,25.61,Treatment and coating of metals
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.6,Treatment and coating of metals; machining,25.62,Machining
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.71,Manufacture of cutlery
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.72,Manufacture of locks and hinges
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.7,"Manufacture of cutlery, tools and general hardware",25.73,Manufacture of tools
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.91,Manufacture of steel drums and similar containers
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.92,Manufacture of light metal packaging
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.93,"Manufacture of wire products, chain and springs"
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.94,Manufacture of fasteners and screw machine products
C,MANUFACTURING,25,"Manufacture of fabricated metal products, except machinery and equipment",25.9,Manufacture of other fabricated metal products,25.99,Manufacture of other fabricated metal products n.e.c.
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.1,Manufacture of electronic components and boards,26.11,Manufacture of electronic components
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.1,Manufacture of electronic components and boards,26.12,Manufacture of loaded electronic boards
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.2,Manufacture of computers and peripheral equipment,26.20,Manufacture of computers and peripheral equipment
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.3,Manufacture of communication equipment,26.30,Manufacture of communication equipment
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.4,Manufacture of consumer electronics,26.40,Manufacture of consumer electronics
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.5,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",26.51,"Manufacture of instruments and appliances for measuring, testing and navigation"
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.5,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",26.52,Manufacture of watches and clocks
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.6,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26.60,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.7,Manufacture of optical instruments and photographic equipment,26.70,Manufacture of optical instruments and photographic equipment
C,MANUFACTURING,26,"Manufacture of computer, electronic and optical products",26.8,Manufacture of magnetic and optical media,26.80,Manufacture of magnetic and optical media
C,MANUFACTURING,27,Manufacture of electrical equipment,27.1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27.11,"Manufacture of electric motors, generators and transformers"
C,MANUFACTURING,27,Manufacture of electrical equipment,27.1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27.12,Manufacture of electricity distribution and control apparatus
C,MANUFACTURING,27,Manufacture of electrical equipment,27.2,Manufacture of batteries and accumulators,27.20,Manufacture of batteries and accumulators
C,MANUFACTURING,27,Manufacture of electrical equipment,27.3,Manufacture of wiring and wiring devices,27.31,Manufacture of fibre optic cables
C,MANUFACTURING,27,Manufacture of electrical equipment,27.3,Manufacture of wiring and wiring devices,27.32,Manufacture of other electronic and electric wires and cables
C,MANUFACTURING,27,Manufacture of electrical equipment,27.3,Manufacture of wiring and wiring devices,27.33,Manufacture of wiring devices
C,MANUFACTURING,27,Manufacture of electrical equipment,27.4,Manufacture of electric lighting equipment,27.40,Manufacture of electric lighting equipment
C,MANUFACTURING,27,Manufacture of electrical equipment,27.5,Manufacture of domestic appliances,27.51,Manufacture of electric domestic appliances
C,MANUFACTURING,27,Manufacture of electrical equipment,27.5,Manufacture of domestic appliances,27.52,Manufacture of non-electric domestic appliances
C,MANUFACTURING,27,Manufacture of electrical equipment,27.9,Manufacture of other electrical equipment,27.90,Manufacture of other electrical equipment
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.1,Manufacture of general-purpose machinery,28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.1,Manufacture of general-purpose machinery,28.12,Manufacture of fluid power equipment
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.1,Manufacture of general-purpose machinery,28.13,Manufacture of other pumps and compressors
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.1,Manufacture of general-purpose machinery,28.14,Manufacture of other taps and valves
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.1,Manufacture of general-purpose machinery,28.15,"Manufacture of bearings, gears, gearing and driving elements"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.21,"Manufacture of ovens, furnaces and furnace burners"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.22,Manufacture of lifting and handling equipment
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment)
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.24,Manufacture of power-driven hand tools
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.25,Manufacture of non-domestic cooling and ventilation equipment
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.2,Manufacture of other general-purpose machinery,28.29,Manufacture of other general-purpose machinery n.e.c.
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.3,Manufacture of agricultural and forestry machinery,28.30,Manufacture of agricultural and forestry machinery
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.4,Manufacture of metal forming machinery and machine tools,28.41,Manufacture of metal forming machinery
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.4,Manufacture of metal forming machinery and machine tools,28.49,Manufacture of other machine tools
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.91,Manufacture of machinery for metallurgy
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.92,"Manufacture of machinery for mining, quarrying and construction"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.93,"Manufacture of machinery for food, beverage and tobacco processing"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.94,"Manufacture of machinery for textile, apparel and leather production"
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.95,Manufacture of machinery for paper and paperboard production
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.96,Manufacture of plastics and rubber machinery
C,MANUFACTURING,28,Manufacture of machinery and equipment n.e.c.,28.9,Manufacture of other special-purpose machinery,28.99,Manufacture of other special-purpose machinery n.e.c.
C,MANUFACTURING,29,"Manufacture of motor vehicles, trailers and semi-trailers",29.1,Manufacture of motor vehicles,29.10,Manufacture of motor vehicles
C,MANUFACTURING,29,"Manufacture of motor vehicles, trailers and semi-trailers",29.2,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,29.20,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
C,MANUFACTURING,29,"Manufacture of motor vehicles, trailers and semi-trailers",29.3,Manufacture of parts and accessories for motor vehicles,29.31,Manufacture of electrical and electronic equipment for motor vehicles
C,MANUFACTURING,29,"Manufacture of motor vehicles, trailers and semi-trailers",29.3,Manufacture of parts and accessories for motor vehicles,29.32,Manufacture of other parts and accessories for motor vehicles
C,MANUFACTURING,30,Manufacture of other transport equipment,30.1,Building of ships and boats,30.11,Building of ships and floating structures
C,MANUFACTURING,30,Manufacture of other transport equipment,30.1,Building of ships and boats,30.12,Building of pleasure and sporting boats
C,MANUFACTURING,30,Manufacture of other transport equipment,30.2,Manufacture of railway locomotives and rolling stock,30.20,Manufacture of railway locomotives and rolling stock
C,MANUFACTURING,30,Manufacture of other transport equipment,30.3,Manufacture of air and spacecraft and related machinery,30.30,Manufacture of air and spacecraft and related machinery
C,MANUFACTURING,30,Manufacture of other transport equipment,30.4,Manufacture of military fighting vehicles,30.40,Manufacture of military fighting vehicles
C,MANUFACTURING,30,Manufacture of other transport equipment,30.9,Manufacture of transport equipment n.e.c.,30.91,Manufacture of motorcycles
C,MANUFACTURING,30,Manufacture of other transport equipment,30.9,Manufacture of transport equipment n.e.c.,30.92,Manufacture of bicycles and invalid carriages
C,MANUFACTURING,30,Manufacture of other transport equipment,30.9,Manufacture of transport equipment n.e.c.,30.99,Manufacture of other transport equipment n.e.c.
C,MANUFACTURING,31,Manufacture of furniture,31.0,Manufacture of furniture,31.01,Manufacture of office and shop furniture
C,MANUFACTURING,31,Manufacture of furniture,31.0,Manufacture of furniture,31.02,Manufacture of kitchen furniture
C,MANUFACTURING,31,Manufacture of furniture,31.0,Manufacture of furniture,31.03,Manufacture of mattresses
C,MANUFACTURING,31,Manufacture of furniture,31.0,Manufacture of furniture,31.09,Manufacture of other furniture
C,MANUFACTURING,32,Other manufacturing,32.1,"Manufacture of jewellery, bijouterie and related articles",32.11,Striking of coins
C,MANUFACTURING,32,Other manufacturing,32.1,"Manufacture of jewellery, bijouterie and related articles",32.12,Manufacture of jewellery and related articles
C,MANUFACTURING,32,Other manufacturing,32.1,"Manufacture of jewellery, bijouterie and related articles",32.13,Manufacture of imitation jewellery and related articles
C,MANUFACTURING,32,Other manufacturing,32.2,Manufacture of musical instruments,32.20,Manufacture of musical instruments
C,MANUFACTURING,32,Other manufacturing,32.3,Manufacture of sports goods,32.30,Manufacture of sports goods
C,MANUFACTURING,32,Other manufacturing,32.4,Manufacture of games and toys,32.40,Manufacture of games and toys
C,MANUFACTURING,32,Other manufacturing,32.5,Manufacture of medical and dental instruments and supplies,32.50,Manufacture of medical and dental instruments and supplies
C,MANUFACTURING,32,Other manufacturing,32.9,Manufacturing n.e.c.,32.91,Manufacture of brooms and brushes
C,MANUFACTURING,32,Other manufacturing,32.9,Manufacturing n.e.c.,32.99,Other manufacturing n.e.c.
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.11,Repair of fabricated metal products
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.12,Repair of machinery
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.13,Repair of electronic and optical equipment
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.14,Repair of electrical equipment
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.15,Repair and maintenance of ships and boats
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.16,Repair and maintenance of aircraft and spacecraft
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.17,Repair and maintenance of other transport equipment
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.1,"Repair of fabricated metal products, machinery and equipment",33.19,Repair of other equipment
C,MANUFACTURING,33,Repair and installation of machinery and equipment,33.2,Installation of industrial machinery and equipment,33.20,Installation of industrial machinery and equipment
D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,"Electricity, gas, steam and air conditioning supply",35.1,"Electric power generation, transmission and distribution",35.11,Production of electricity
D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,"Electricity, gas, steam and air conditioning supply",35.1,"Electric power generation, transmission and distribution",35.12,Transmission of electricity
D,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,"Electricity, gas, steam and air conditioning supply",35.1,"Electric power generation, transmission and distribution",35.13,Distribution of electricity
