nace1d,nace1d_label,nace2d,nace2d_label,nace3d,nace3d_label,nace4d,nace4d_label
H,TRANSPORTATION AND STORAGE,49,Land transport and transport via pipelines,49.4,Freight transport by road and removal services,49.41,Freight transport by road
H,TRANSPORTATION AND STORAGE,49,Land transport and transport via pipelines,49.4,Freight transport by road and removal services,49.42,Removal services
H,TRANSPORTATION AND STORAGE,49,Land transport and transport via pipelines,49.5,Transport via pipeline,49.50,Transport via pipeline
H,TRANSPORTATION AND STORAGE,50,Water transport,50.1,Sea and coastal passenger water transport,50.10,Sea and coastal passenger water transport
H,TRANSPORTATION AND STORAGE,50,Water transport,50.2,Sea and coastal freight water transport,50.20,Sea and coastal freight water transport
H,TRANSPORTATION AND STORAGE,50,Water transport,50.3,Inland passenger water transport,50.30,Inland passenger water transport
H,TRANSPORTATION AND STORAGE,50,Water transport,50.4,Inland freight water transport,50.40,Inland freight water transport
H,TRANSPORTATION AND STORAGE,51,Air transport,51.1,Passenger air transport,51.10,Passenger air transport
H,TRANSPORTATION AND STORAGE,51,Air transport,51.2,Freight air transport and space transport,51.21,Freight air transport
H,TRANSPORTATION AND STORAGE,51,Air transport,51.2,Freight air transport and space transport,51.22,Space transport
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.1,Warehousing and storage,52.10,Warehousing and storage
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.2,Support activities for transportation,52.21,Service activities incidental to land transportation
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.2,Support activities for transportation,52.22,Service activities incidental to water transportation
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.2,Support activities for transportation,52.23,Service activities incidental to air transportation
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.2,Support activities for transportation,52.24,Cargo handling
H,TRANSPORTATION AND STORAGE,52,Warehousing and support activities for transportation,52.2,Support activities for transportation,52.29,Other transportation support activities
H,TRANSPORTATION AND STORAGE,53,Postal and courier activities,53.1,Postal activities under universal service obligation,53.10,Postal activities under universal service obligation
H,TRANSPORTATION AND STORAGE,53,Postal and courier activities,53.2,Other postal and courier activities,53.20,Other postal and courier activities
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55,Accommodation,55.1,Hotels and similar accommodation,55.10,Hotels and similar accommodation
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55,Accommodation,55.2,Holiday and other short-stay accommodation,55.20,Holiday and other short-stay accommodation
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55,Accommodation,55.3,"Camping grounds, recreational vehicle parks and trailer parks",55.30,"Camping grounds, recreational vehicle parks and trailer parks"
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,55,Accommodation,55.9,Other accommodation,55.90,Other accommodation
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,Food and beverage service activities,56.1,Restaurants and mobile food service activities,56.10,Restaurants and mobile food service activities
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,Food and beverage service activities,56.2,Event catering and other food service activities,56.21,Event catering activities
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,Food and beverage service activities,56.2,Event catering and other food service activities,56.29,Other food service activities
I,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,56,Food and beverage service activities,56.3,Beverage serving activities,56.30,Beverage serving activities
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.1,"Publishing of books, periodicals and other publishing activities",58.11,Book publishing
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.1,"Publishing of books, periodicals and other publishing activities",58.12,Publishing of directories and mailing lists
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.1,"Publishing of books, periodicals and other publishing activities",58.13,Publishing of newspapers
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.1,"Publishing of books, periodicals and other publishing activities",58.14,Publishing of journals and periodicals
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.1,"Publishing of books, periodicals and other publishing activities",58.19,Other publishing activities
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.2,Software publishing,58.21,Publishing of computer games
J,INFORMATION AND COMMUNICATION,58,Publishing activities,58.2,Software publishing,58.29,Other software publishing
J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities",59.11,"Motion picture, video and television programme production activities"
J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities",59.12,"Motion picture, video and television programme post-production activities"
J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities",59.13,"Motion picture, video and television programme distribution activities"
J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.1,"Motion picture, video and television programme activities",59.14,Motion picture projection activities
J,INFORMATION AND COMMUNICATION,59,"Motion picture, video and television programme production, sound recording and music publishing activities",59.2,Sound recording and music publishing activities,59.20,Sound recording and music publishing activities
J,INFORMATION AND COMMUNICATION,60,Programming and broadcasting activities,60.1,Radio broadcasting,60.10,Radio broadcasting
J,INFORMATION AND COMMUNICATION,60,Programming and broadcasting activities,60.2,Television programming and broadcasting activities,60.20,Television programming and broadcasting activities
J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.1,Wired telecommunications activities,61.10,Wired telecommunications activities
J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.2,Wireless telecommunications activities,61.20,Wireless telecommunications activities
J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.3,Satellite telecommunications activities,61.30,Satellite telecommunications activities
J,INFORMATION AND COMMUNICATION,61,Telecommunications,61.9,Other telecommunications activities,61.90,Other telecommunications activities
J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities",62.01,Computer programming activities
J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities",62.02,Computer consultancy activities
J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities",62.03,Computer facilities management activities
J,INFORMATION AND COMMUNICATION,62,"Computer programming, consultancy and related activities",62.0,"Computer programming, consultancy and related activities",62.09,Other information technology and computer service activities
J,INFORMATION AND COMMUNICATION,63,Information service activities,63.1,"Data processing, hosting and related activities; web portals",63.11,"Data processing, hosting and related activities"
J,INFORMATION AND COMMUNICATION,63,Information service activities,63.1,"Data processing, hosting and related activities; web portals",63.12,Web portals
J,INFORMATION AND COMMUNICATION,63,Information service activities,63.9,Other information service activities,63.91,News agency activities
J,INFORMATION AND COMMUNICATION,63,Information service activities,63.9,Other information service activities,63.99,Other information service activities n.e.c.
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation,64.11,Central banking
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.1,Monetary intermediation,64.19,Other monetary intermediation
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.2,Activities of holding companies,64.20,Activities of holding companies
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.3,"Trusts, funds and similar financial entities",64.30,"Trusts, funds and similar financial entities"
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding",64.91,Financial leasing
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding",64.92,Other credit granting
K,FINANCIAL AND INSURANCE ACTIVITIES,64,"Financial service activities, except insurance and pension funding",64.9,"Other financial service activities, except insurance and pension funding",64.99,"Other financial service activities, except insurance and pension funding n.e.c."
K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.1,Insurance,65.11,Life insurance
K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.1,Insurance,65.12,Non-life insurance
K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.2,Reinsurance,65.20,Reinsurance
K,FINANCIAL AND INSURANCE ACTIVITIES,65,"Insurance, reinsurance and pension funding, except compulsory social security",65.3,Pension funding,65.30,Pension funding
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding",66.11,Administration of financial markets
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding",66.12,Security and commodity contracts brokerage
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.1,"Activities auxiliary to financial services, except insurance and pension funding",66.19,"Other activities auxiliary to financial services, except insurance and pension funding"
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding,66.21,Risk and damage evaluation
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding,66.22,Activities of insurance agents and brokers
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.2,Activities auxiliary to insurance and pension funding,66.29,Other activities auxiliary to insurance and pension funding
K,FINANCIAL AND INSURANCE ACTIVITIES,66,Activities auxiliary to financial services and insurance activities,66.3,Fund management activities,66.30,Fund management activities
L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.1,Buying and selling of own real estate,68.10,Buying and selling of own real estate
L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.2,Rental and operating of own or leased real estate,68.20,Rental and operating of own or leased real estate
L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.3,Real estate activities on a fee or contract basis,68.31,Real estate agencies
L,REAL ESTATE ACTIVITIES,68,Real estate activities,68.3,Real estate activities on a fee or contract basis,68.32,Management of real estate on a fee or contract basis
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.1,Legal activities,69.10,Legal activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69,Legal and accounting activities,69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",69.20,"Accounting, bookkeeping and auditing activities; tax consultancy"
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.1,Activities of head offices,70.10,Activities of head offices
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities,70.21,Public relations and communication activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,Activities of head offices; management consultancy activities,70.2,Management consultancy activities,70.22,Business and other management consultancy activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy,71.11,Architectural activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.1,Architectural and engineering activities and related technical consultancy,71.12,Engineering activities and related technical consultancy
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71,Architectural and engineering activities; technical testing and analysis,71.2,Technical testing and analysis,71.20,Technical testing and analysis
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.1,Research and experimental development on natural sciences and engineering,72.11,Research and experimental development on biotechnology
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.1,Research and experimental development on natural sciences and engineering,72.19,Other research and experimental development on natural sciences and engineering
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72,Scientific research and development,72.2,Research and experimental development on social sciences and humanities,72.20,Research and experimental development on social sciences and humanities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.1,Advertising,73.11,Advertising agencies
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.1,Advertising,73.12,Media representation
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73,Advertising and market research,73.2,Market research and public opinion polling,73.20,Market research and public opinion polling
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.1,Specialised design activities,74.10,Specialised design activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.2,Photographic activities,74.20,Photographic activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.3,Translation and interpretation activities,74.30,Translation and interpretation activities
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74,"Other professional, scientific and technical activities",74.9,"Other professional, scientific and technical activities n.e.c.",74.90,"Other professional, scientific and technical activities n.e.c."
M,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",75,Veterinary activities,75.0,Veterinary activities,75.00,Veterinary activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.1,Rental and leasing of motor vehicles,77.11,Rental and leasing of cars and light motor vehicles
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.1,Rental and leasing of motor vehicles,77.12,Rental and leasing of trucks
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Rental and leasing of personal and household goods,77.21,Rental and leasing of recreational and sports goods
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Rental and leasing of personal and household goods,77.22,Rental of video tapes and disks
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.2,Rental and leasing of personal and household goods,77.29,Rental and leasing of other personal and household goods
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.31,Rental and leasing of agricultural machinery and equipment
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.32,Rental and leasing of construction and civil engineering machinery and equipment
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.33,Rental and leasing of office machinery and equipment (including computers)
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.34,Rental and leasing of water transport equipment
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.35,Rental and leasing of air transport equipment
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.3,"Rental and leasing of other machinery, equipment and tangible goods",77.39,"Rental and leasing of other machinery, equipment and tangible goods n.e.c."
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77,Rental and leasing activities,77.4,"Leasing of intellectual property and similar products, except copyrighted works",77.40,"Leasing of intellectual property and similar products, except copyrighted works"
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.1,Activities of employment placement agencies,78.10,Activities of employment placement agencies
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.2,Temporary employment agency activities,78.20,Temporary employment agency activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78,Employment activities,78.3,Other human resources provision,78.30,Other human resources provision
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.1,Travel agency and tour operator activities,79.11,Travel agency activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.1,Travel agency and tour operator activities,79.12,Tour operator activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79,"Travel agency, tour operator and other reservation service and related activities",79.9,Other reservation service and related activities,79.90,Other reservation service and related activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.1,Private security activities,80.10,Private security activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.2,Security systems service activities,80.20,Security systems service activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80,Security and investigation activities,80.3,Investigation activities,80.30,Investigation activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.1,Combined facilities support activities,81.10,Combined facilities support activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities,81.21,General cleaning of buildings
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities,81.22,Other building and industrial cleaning activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.2,Cleaning activities,81.29,Other cleaning activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81,Services to buildings and landscape activities,81.3,Landscape service activities,81.30,Landscape service activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.1,Office administrative and support activities,82.11,Combined office administrative service activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.1,Office administrative and support activities,82.19,"Photocopying, document preparation and other specialised office support activities"
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.2,Activities of call centres,82.20,Activities of call centres
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.3,Organisation of conventions and trade shows,82.30,Organisation of conventions and trade shows
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.,82.91,Activities of collection agencies and credit bureaus
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.,82.92,Packaging activities
N,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82,"Office administrative, office support and other business support activities",82.9,Business support service activities n.e.c.,82.99,Other business support service activities n.e.c.
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community,84.11,General public administration activities
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.1,Administration of the State and the economic and social policy of the community,84.13,Regulation of and contribution to more efficient operation of businesses
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole,84.21,Foreign affairs
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole,84.22,Defence activities
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole,84.23,Justice and judicial activities
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole,84.24,Public order and safety activities
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.2,Provision of services to the community as a whole,84.25,Fire service activities
O,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,84,Public administration and defence; compulsory social security,84.3,Compulsory social security activities,84.30,Compulsory social security activities
P,EDUCATION,85,Education,85.1,Pre-primary education,85.10,Pre-primary education
P,EDUCATION,85,Education,85.2,Primary education,85.20,Primary education
P,EDUCATION,85,Education,85.3,Secondary education,85.31,General secondary education
P,EDUCATION,85,Education,85.3,Secondary education,85.32,Technical and vocational secondary education
P,EDUCATION,85,Education,85.4,Higher education,85.41,Post-secondary non-tertiary education
P,EDUCATION,85,Education,85.4,Higher education,85.42,Tertiary education
P,EDUCATION,85,Education,85.5,Other education,85.51,Sports and recreation education
P,EDUCATION,85,Education,85.5,Other education,85.52,Cultural education
P,EDUCATION,85,Education,85.5,Other education,85.53,Driving school activities
P,EDUCATION,85,Education,85.5,Other education,85.59,Other education n.e.c.
P,EDUCATION,85,Education,85.6,Educational support activities,85.60,Educational support activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.1,Hospital activities,86.10,Hospital activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities,86.21,General medical practice activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities,86.22,Specialist medical practice activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.2,Medical and dental practice activities,86.23,Dental practice activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86,Human health activities,86.9,Other human health activities,86.90,Other human health activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.1,Residential nursing care activities,87.10,Residential nursing care activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.2,"Residential care activities for mental retardation, mental health and substance abuse",87.20,"Residential care activities for mental retardation, mental health and substance abuse"
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.3,Residential care activities for the elderly and disabled,87.30,Residential care activities for the elderly and disabled
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,87,Residential care activities,87.9,Other residential care activities,87.90,Other residential care activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.1,Social work activities without accommodation for the elderly and disabled,88.10,Social work activities without accommodation for the elderly and disabled
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.9,Other social work activities without accommodation,88.91,Child day-care activities
Q,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,88,Social work activities without accommodation,88.9,Other social work activities without accommodation,88.99,Other social work activities without accommodation n.e.c.
R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities",90.01,Performing arts
R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities",90.02,Support activities to performing arts
R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities",90.03,Artistic creation
R,"ARTS, ENTERTAINMENT AND RECREATION",90,"Creative, arts and entertainment activities",90.0,"Creative, arts and entertainment activities",90.04,Operation of arts facilities
R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities",91.01,Library and archives activities
R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities",91.02,Museums activities
R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities",91.03,Operation of historical sites and buildings and similar visitor attractions
R,"ARTS, ENTERTAINMENT AND RECREATION",91,"Libraries, archives, museums and other cultural activities",91.0,"Libraries, archives, museums and other cultural activities",91.04,Botanical and zoological gardens and nature reserves activities
R,"ARTS, ENTERTAINMENT AND RECREATION",92,Gambling and betting activities,92.0,Gambling and betting activities,92.00,Gambling and betting activities
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities,93.11,Operation of sports facilities
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities,93.12,Activities of sports clubs
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities,93.13,Fitness facilities
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities,93.19,Other sports activities
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.2,Amusement and recreation activities,93.21,Activities of amusement parks and theme parks
R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.2,Amusement and recreation activities,93.29,Other amusement and recreation activities
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.1,"Activities of business, employers and professional membership organisations",94.11,Activities of business and employers membership organisations
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.1,"Activities of business, employers and professional membership organisations",94.12,Activities of professional membership organisations
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.2,Activities of trade unions,94.20,Activities of trade unions
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations,94.91,Activities of religious organisations
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations,94.92,Activities of political organisations
S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations,94.99,Activities of other membership organisations n.e.c.
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.1,Repair of computers and communication equipment,95.11,Repair of computers and peripheral equipment
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.1,Repair of computers and communication equipment,95.12,Repair of communication equipment
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.21,Repair of consumer electronics
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.22,Repair of household appliances and home and garden equipment
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.23,Repair of footwear and leather goods
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.24,Repair of furniture and home furnishings
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.25,"Repair of watches, clocks and jewellery"
S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods,95.29,Repair of other personal and household goods
S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities,96.01,Washing and (dry-)cleaning of textile and fur products
S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities,96.02,Hairdressing and other beauty treatment
